"","node.degree","betweenness.centrality","closeness.centrality","node.transitivity"
"OTU_50",7,148.067731328067,0.000609384521633151,0.571428571428571
"OTU_305",5,372,0.000597728631201434,0.2
"OTU_4558",1,0,1,NA
"OTU_6426",2,1,0.5,0
"OTU_1",9,115.127935235412,0.000647249190938511,0.805555555555556
"OTU_59",10,2766.84169550469,0.000665335994677312,0.177777777777778
"OTU_2733",1,0,0.00062266500622665,NA
"OTU_52",19,3863.9587540852,0.000823723228995058,0.192982456140351
"OTU_4147",3,0.666666666666667,0.00034965034965035,0.666666666666667
"OTU_2",2,452.08070122578,0.000746268656716418,0
"OTU_1761",4,326.202898550725,0.000608272506082725,0.333333333333333
"OTU_192",1,0,1,NA
"OTU_3",3,3,0.333333333333333,0
"OTU_12367",4,292.666666666667,0.000609013398294762,0.166666666666667
"OTU_94",1,0,0.000683060109289617,NA
"OTU_37",2,236,0.00053475935828877,0
"OTU_575",6,155.02982299943,0.000704721634954193,0.866666666666667
"OTU_2480",5,136.367867305107,0.000702740688685875,0.6
"OTU_1127",4,2143.06798053665,0.000664010624169987,0.333333333333333
"OTU_13495",1,0,0.0666666666666667,NA
"OTU_55",19,6854.7102308208,0.00081366965012205,0.157894736842105
"OTU_1013",1,0,0.000500751126690035,NA
"OTU_84",3,236,0.0005249343832021,0.333333333333333
"OTU_31",1,0,0.333333333333333,NA
"OTU_3303",6,2604.87723649808,0.000691085003455425,0.266666666666667
"OTU_22",1,0,0.000474833808167142,NA
"OTU_1362",1,0,0.000628140703517588,NA
"OTU_12963",1,0,0.0769230769230769,NA
"OTU_16",10,3082.6365351238,0.000836120401337793,0.311111111111111
"OTU_402",3,236,0.000727802037845706,0.333333333333333
"OTU_12",4,2739.98005035089,0.000716845878136201,0.166666666666667
"OTU_7611",1,0,1,NA
"OTU_332",2,52.2606832738411,0.000706214689265537,0
"OTU_8",1,0,0.2,NA
"OTU_117",3,18.0222222222222,0.000535618639528656,0.666666666666667
"OTU_10487",7,239.131148374514,0.000734753857457752,0.333333333333333
"OTU_297",8,349.607578370116,0.000752445447705041,0.357142857142857
"OTU_19",21,5228.60021036979,0.000789889415481833,0.261904761904762
"OTU_1068",1,0,0.000467508181393174,NA
"OTU_9314",1,0,0.05,NA
"OTU_3437",1,0,0.000689655172413793,NA
"OTU_11038",1,0,1,NA
"OTU_11210",4,19.5,0.0263157894736842,0.5
"OTU_7",7,0,0.000646412411118293,1
"OTU_65",11,239.891435926483,0.000653167864141084,0.709090909090909
"OTU_25",8,833.873026980738,0.000791765637371338,0.321428571428571
"OTU_395",1,0,1,NA
"OTU_5380",9,524.36686619193,0.00075642965204236,0.416666666666667
"OTU_233",3,1,0.000691085003455425,0.666666666666667
"OTU_217",6,528.814231868394,0.000598086124401914,0.533333333333333
"OTU_6135",2,4,0.0909090909090909,0
"OTU_2229",4,116.321571934782,0.000728332119446468,0.5
"OTU_6283",3,0,0.0555555555555556,1
"OTU_4973",1,0,1,NA
"OTU_13824",12,123.014921907445,0.000648929266709929,0.681818181818182
"OTU_102",10,2327.73838229077,0.000811688311688312,0.222222222222222
"OTU_2810",2,0,0.000668896321070234,1
"OTU_994",3,1.37916666666667,0.000671591672263264,0.666666666666667
"OTU_5117",1,0,0.000524658971668416,NA
"OTU_1634",3,1.93452380952381,0.000662690523525514,0.333333333333333
"OTU_78",2,236,0.000575705238917674,0
"OTU_912",1,0,1,NA
"OTU_218",2,0,0.000690131124913734,1
"OTU_79",5,147.077383439288,0.000720980533525595,0.4
"OTU_5888",1,0,1,NA
"OTU_151",3,80.3709252714785,0.000603864734299517,0.666666666666667
"OTU_3436",3,3.06666666666667,0.000663129973474801,0.333333333333333
"OTU_441",3,1853.39682270897,0.000650618087182824,0.333333333333333
"OTU_442",3,0,0.000727802037845706,1
"OTU_2263",1,0,0.000600240096038415,NA
"OTU_5517",1,0,1,NA
"OTU_17",1,0,1,NA
"OTU_109",11,2495.33333333333,0.000380662352493338,0.218181818181818
"OTU_1641",1,0,0.000689655172413793,NA
"OTU_4731",6,927.997659026347,0.000601322910402886,0.933333333333333
"OTU_504",4,657.157873634404,0.000736919675755343,0.166666666666667
"OTU_4914",1,0,1,NA
"OTU_8509",1,0,1,NA
"OTU_5072",1,0,1,NA
"OTU_926",4,581.776653582183,0.0007627765064836,0
"OTU_7407",2,4,0.0909090909090909,0
"OTU_136",1,0,0.000637755102040816,NA
"OTU_6",3,0,0.000727272727272727,1
"OTU_220",7,473.333333333333,0.000350385423966363,0.285714285714286
"OTU_145",5,0,0.000644329896907216,1
"OTU_2835",1,0,1,NA
"OTU_632",11,922.535378007772,0.000611246943765281,0.290909090909091
"OTU_1313",1,0,0.000698324022346369,NA
"OTU_5654",2,0,0.000563063063063063,1
"OTU_1034",3,0.5,0.000669344042838019,0.666666666666667
"OTU_1071",1,0,0.00062111801242236,NA
"OTU_49",1,0,1,NA
"OTU_101",2,74.1572871572872,0.000689655172413793,0
"OTU_18",2,0,0.000668002672010688,1
"OTU_9915",2,0,0.5,1
"OTU_72",6,6651.04235726552,0.000829187396351575,0.333333333333333
"OTU_390",7,957.775436804125,0.000601684717208183,0.714285714285714
"OTU_3652",1,0,1,NA
"OTU_11616",1,0,1,NA
"OTU_7018",1,0,1,NA
"OTU_1601",2,0,0.000690131124913734,1
"OTU_983",1,0,0.000646412411118293,NA
"OTU_2725",8,385.589840048689,0.00072992700729927,0.285714285714286
"OTU_247",8,6.33333333333333,0.000647249190938511,0.714285714285714
"OTU_238",1,0,0.000500751126690035,NA
"OTU_10312",4,12,0.125,0
"OTU_139",1,0,1,NA
"OTU_656",4,236,0.000598802395209581,0.5
"OTU_13825",1,0,0.0217391304347826,NA
"OTU_12050",1,0,0.0166666666666667,NA
"OTU_254",4,267.058508062818,0.000727802037845706,0.333333333333333
"OTU_13016",3,9,0.111111111111111,0
"OTU_40",2,60.0166666666667,0.000662251655629139,0
"OTU_673",3,6638.15909608226,0.000790513833992095,0
"OTU_14006",1,0,1,NA
"OTU_827",2,0,0.000726744186046512,1
"OTU_5277",2,0,0.000751314800901578,1
"OTU_67",4,2.33333333333333,0.000584453535943892,0.666666666666667
"OTU_1235",2,0,0.000640204865556978,1
"OTU_83",13,2894.91375787352,0.000800640512409928,0.192307692307692
"OTU_127",24,1884.21217930903,0.000753579502637528,0.365942028985507
"OTU_226",7,46.4506175736143,0.000674763832658569,0.666666666666667
"OTU_1816",1,0,0.000323624595469256,NA
"OTU_1217",3,0,0.000349772647778944,1
"OTU_130",1,0,0.0005824111822947,NA
"OTU_2251",2,0,0.00076103500761035,1
"OTU_578",4,631.142857142857,0.000651890482398957,0.333333333333333
"OTU_5872",1,0,0.000523834468308015,NA
"OTU_380",1,0,1,NA
"OTU_7991",1,0,0.000349283967865875,NA
"OTU_82",15,7098.46691306022,0.000763941940412529,0.247619047619048
"OTU_496",2,0,0.000619195046439629,1
"OTU_14163",2,0,0.02,1
"OTU_781",1,0,0.000613120784794605,NA
"OTU_341",1,0,1,NA
"OTU_640",1,0,0.000681198910081744,NA
"OTU_3052",2,0,0.000583771161704612,1
"OTU_148",1,0,0.000673400673400673,NA
"OTU_10094",2,6,0.111111111111111,0
"OTU_2109",3,2.2,0.000649350649350649,0.333333333333333
"OTU_13463",3,3.27777777777777,0.000591715976331361,0.666666666666667
"OTU_4943",1,0,0.333333333333333,NA
"OTU_6589",1,0,0.0714285714285714,NA
"OTU_194",1,0,0.000594530321046373,NA
"OTU_543",8,365.254329057534,0.000733675715333822,0.392857142857143
"OTU_747",1,0,1,NA
"OTU_165",3,236,0.000575373993095512,0.333333333333333
"OTU_357",17,7250.49986688719,0.000675219446320054,0.205882352941176
"OTU_1804",1,0,1,NA
"OTU_1819",4,0.666666666666667,0.000350017500875044,0.833333333333333
"OTU_7417",2,0,0.000445037828215398,1
"OTU_2065",1,0,0.00053248136315229,NA
"OTU_13790",2,0,0.5,1
"OTU_2654",1,0,0.333333333333333,NA
"OTU_1775",9,4482.88275033461,0.000823723228995058,0.194444444444444
"OTU_11642",1,0,1,NA
"OTU_349",1,0,0.000506842372022301,NA
"OTU_135",1,0,0.00062111801242236,NA
"OTU_8836",1,0,1,NA
"OTU_158",2,1,0.000583090379008746,0
"OTU_5894",1,0,1,NA
"OTU_13",8,1038.73307915584,0.000766871165644172,0.321428571428571
"OTU_6866",3,0.5,0.333333333333333,0.666666666666667
"OTU_2123",1,0,0.000592417061611374,NA
"OTU_189",17,402.817019230624,0.000689179875947622,0.558823529411765
"OTU_2190",5,2819.97730011734,0.000829875518672199,0.6
"OTU_71",22,766.744010830534,0.000691562932226833,0.385281385281385
"OTU_252",1,0,1,NA
"OTU_197",4,249.00962823726,0.000687285223367698,0.333333333333333
"OTU_771",11,471.285263474325,0.000744601638123604,0.236363636363636
"OTU_6646",2,0,0.25,1
"OTU_8763",1,0,0.000481695568400771,NA
"OTU_870",1,0,0.000521648408972353,NA
"OTU_9",8,1187.84000600458,0.00060313630880579,0.607142857142857
"OTU_230",8,352.495460401366,0.000647249190938511,0.535714285714286
"OTU_13873",3,0.5,0.333333333333333,0.666666666666667
"OTU_4131",1,0,1,NA
"OTU_227",1,0,0.2,NA
"OTU_411",1,0,0.00062266500622665,NA
"OTU_7661",2,13,0.0175438596491228,0
"OTU_245",1,0,0.2,NA
"OTU_1316",1,0,0.000531914893617021,NA
"OTU_13512",1,0,1,NA
"OTU_1112",10,930.090825724947,0.000692041522491349,0.4
"OTU_309",2,20.1166666666667,0.000614250614250614,0
"OTU_4239",1,0,1,NA
"OTU_249",5,23.5442496465523,0.000728862973760933,0.6
"OTU_292",6,4344.22161373748,0.000823723228995058,0.266666666666667
"OTU_317",1,0,0.000598802395209581,NA
"OTU_10396",3,108.544488867266,0.000555864369093941,0.333333333333333
"OTU_2770",1,0,1,NA
"OTU_164",6,170.900886350895,0.000788643533123028,0.6
"OTU_1328",4,2.78333333333333,0.000662690523525514,0.666666666666667
"OTU_5115",3,43,0.0263157894736842,0
"OTU_276",4,0,0.000677966101694915,1
"OTU_599",3,0,0.000727802037845706,1
"OTU_9664",2,0,0.000623830318153462,1
"OTU_853",1,0,0.000300390507659958,NA
"OTU_12584",1,0,1,NA
"OTU_8499",1,0,1,NA
"OTU_13004",1,0,0.0217391304347826,NA
"OTU_5395",6,244.23431587055,0.000656167979002625,0.533333333333333
"OTU_1895",3,0,0.000350017500875044,1
"OTU_1873",9,216.601645307689,0.000683526999316473,0.5
"OTU_13704",4,60,0.0303030303030303,0
"OTU_80",10,258.369456399591,0.000698324022346369,0.422222222222222
"OTU_3786",5,486.909780490459,0.000647668393782383,0.4
"OTU_474",3,6.68888888888889,0.00060313630880579,0.333333333333333
"OTU_12827",2,6,0.111111111111111,0
"OTU_12807",1,0,1,NA
"OTU_2015",1,0,1,NA
"OTU_137",23,873.910973954139,0.000692520775623269,0.351778656126482
"OTU_354",7,5135,0.000543478260869565,0.476190476190476
"OTU_7502",3,4142,0.000412371134020619,0.333333333333333
"OTU_381",8,1345,0.000379939209726444,0.285714285714286
"OTU_8831",1,0,1,NA
"OTU_1253",1,0,0.000647249190938511,NA
"OTU_13757",3,48,0.0294117647058824,0.333333333333333
"OTU_2564",4,471.666666666667,0.00056785917092561,0
"OTU_8665",1,0,0.0142857142857143,NA
"OTU_30",2,0,0.000595947556615018,1
"OTU_206",1,0,0.000593824228028504,NA
"OTU_150",17,2087.66357091933,0.000793650793650794,0.161764705882353
"OTU_423",1,0,0.166666666666667,NA
"OTU_5956",1,0,1,NA
"OTU_182",3,0,0.000643086816720257,1
"OTU_184",3,0,0.000643500643500643,1
"OTU_203",7,530.741067433196,0.000705716302046577,0.428571428571429
"OTU_62",2,2718.55505035089,0.000752445447705041,0
"OTU_12735",2,1,0.5,0
"OTU_20",2,0,0.000691085003455425,1
"OTU_691",1,0,1,NA
"OTU_1283",5,259.456750353815,0.00072992700729927,0.4
"OTU_149",14,5528.22976577571,0.000863557858376511,0.142857142857143
"OTU_223",1,0,0.000575043128234618,NA
"OTU_3356",3,4340,0.000449034575662326,0.333333333333333
"OTU_11288",1,0,0.0769230769230769,NA
"OTU_81",10,34.1707827131665,0.00068259385665529,0.822222222222222
"OTU_648",4,1.22222222222222,0.000718907260963336,0.666666666666667
"OTU_112",1,0,0.000689655172413793,NA
"OTU_1623",3,8.81014548820811,0.000693962526023595,0.333333333333333
"OTU_106",22,1232.04788249474,0.000751314800901578,0.41991341991342
"OTU_312",4,236,0.000699300699300699,0.5
"OTU_4950",3,236,0.000516262261228704,0.333333333333333
"OTU_12874",2,0,0.000668896321070234,1
"OTU_4343",1,0,0.333333333333333,NA
"OTU_5542",1,0,0.333333333333333,NA
"OTU_2597",8,1212.92257247193,0.00060313630880579,0.642857142857143
"OTU_404",5,411.857396752476,0.000719424460431655,0.2
"OTU_313",4,470.666666666667,0.000599161174355902,0.333333333333333
"OTU_2068",2,236,0.000593119810201661,0
"OTU_1176",1,0,0.000348675034867503,NA
"OTU_132",2,2,0.25,0
"OTU_4909",1,0,0.05,NA
"OTU_6351",1,0,0.037037037037037,NA
"OTU_735",1,0,0.000595238095238095,NA
"OTU_13317",1,0,1,NA
"OTU_103",12,851.166804771519,0.00068870523415978,0.545454545454545
"OTU_8546",3,0,0.0555555555555556,1
"OTU_322",1,0,1,NA
"OTU_9148",2,6.10894660894661,0.000665335994677312,0
"OTU_3753",1,0,0.000506585612968592,NA
"OTU_26",1,0,0.000594530321046373,NA
"OTU_196",12,3669.21731153651,0.000814332247557003,0.272727272727273
"OTU_602",1,0,0.000565930956423316,NA
"OTU_7041",1,0,1,NA
"OTU_401",1,0,1,NA
"OTU_2821",5,509.420356694844,0.000737463126843658,0.3
"OTU_457",1,0,0.000591366055588409,NA
"OTU_46",21,1276.45280929603,0.000750750750750751,0.423809523809524
"OTU_1539",1,0,0.000717360114777618,NA
"OTU_664",1,0,0.000638977635782748,NA
"OTU_5881",1,0,0.00051440329218107,NA
"OTU_1231",3,237.666666666667,0.000594883997620464,0
"OTU_11142",2,1,0.5,0
"OTU_10136",1,0,0.000627746390458255,NA
"OTU_6077",1,0,1,NA
"OTU_38",8,546.829987573236,0.000675675675675676,0.357142857142857
"OTU_10329",1,0,0.000467071461933676,NA
"OTU_817",1,0,0.000717360114777618,NA
"OTU_3517",1,0,0.000495540138751239,NA
"OTU_417",1,0,1,NA
"OTU_271",2,0,0.000630119722747322,1
"OTU_259",2,236,0.000561167227833895,0
"OTU_34",6,927.997659026347,0.000601322910402886,0.933333333333333
"OTU_3408",3,219.503405174209,0.000662251655629139,0.333333333333333
"OTU_10676",1,0,1,NA
"OTU_1384",1,0,0.00068259385665529,NA
"OTU_8356",3,4730,0.000492125984251968,0.333333333333333
"OTU_45",2,2,0.25,0
"OTU_11627",5,470,0.000645994832041344,0.6
"OTU_447",7,4484.35039221894,0.000716845878136201,0.238095238095238
"OTU_841",1,0,0.166666666666667,NA
"OTU_2868",1,0,0.00066711140760507,NA
"OTU_2173",1,0,0.000460193281178095,NA
"OTU_1758",1,0,0.000666222518321119,NA
"OTU_13880",9,41,0.0909090909090909,0.0833333333333333
"OTU_11034",1,0,0.0196078431372549,NA
"OTU_11982",1,0,1,NA
"OTU_4714",1,0,0.000603864734299517,NA
"OTU_133",2,236,0.00069060773480663,0
"OTU_13893",1,0,0.0769230769230769,NA
"OTU_7153",1,0,1,NA
"OTU_10334",1,0,0.000520291363163372,NA
"OTU_13206",3,24,0.0217391304347826,0.333333333333333
"OTU_166",2,236,0.000525486074619023,0
"OTU_13140",1,0,0.333333333333333,NA
"OTU_7024",3,0,0.0555555555555556,1
"OTU_3756",9,399.314548550151,0.00073909830007391,0.416666666666667
"OTU_11494",1,0,1,NA
"OTU_4404",3,25,0.0212765957446809,0
"OTU_1575",1,0,0.000625390869293308,NA
"OTU_39",10,31.2233517594918,0.000683994528043776,0.888888888888889
"OTU_14230",1,0,0.05,NA
"OTU_961",3,0,0.000765696784073507,1
"OTU_4475",1,0,0.0666666666666667,NA
"OTU_113",1,0,1,NA
"OTU_13121",1,0,0.333333333333333,NA
"OTU_340",8,1589.38770351997,0.000697350069735007,0.25
"OTU_13207",2,0,0.5,1
"OTU_379",1,0,0.000561482313307131,NA
"OTU_6856",1,0,1,NA
"OTU_6688",1,0,1,NA
"OTU_6602",1,0,1,NA
"OTU_6945",1,0,0.05,NA
"OTU_12771",1,0,0.0714285714285714,NA
"OTU_13225",1,0,1,NA
"OTU_4816",2,0,0.25,1
"OTU_2330",5,4139.03541612616,0.000821692686935086,0.3
"OTU_1335",3,3634.52344238435,0.000778210116731518,0.333333333333333
"OTU_1822",1,0,0.000281214848143982,NA
"OTU_2471",1,0,0.000688231245698555,NA
"OTU_3696",2,9,0.0555555555555556,0
"OTU_8318",2,236,0.000301204819277108,0
"OTU_29",4,1084.33577526018,0.000674763832658569,0.166666666666667
"OTU_777",2,0,0.000726216412490922,1
"OTU_7308",1,0,0.05,NA
"OTU_3130",1,0,0.000323624595469256,NA
"OTU_854",4,702,0.000350385423966363,0.5
"OTU_552",7,0.829192546583851,0.000647668393782383,0.904761904761905
"OTU_4348",3,1,0.000349772647778944,0.666666666666667
"OTU_616",2,18.4490536826199,0.000584453535943892,0
"OTU_1831",2,470,0.000324044069993519,0
"OTU_1360",3,318.113278422444,0.000612369871402327,0
"OTU_92",3,0.666666666666667,0.000596302921884317,0.666666666666667
"OTU_821",8,2864.25849484813,0.000747384155455904,0.5
"OTU_10922",1,0,0.333333333333333,NA
"OTU_219",6,2590.11665652088,0.000704225352112676,0.2
"OTU_1297",5,42.0268900138538,0.000672947510094213,0.5
"OTU_2747",4,667.192299344523,0.000585480093676815,0.166666666666667
"OTU_248",2,0,0.000683060109289617,1
"OTU_1363",2,470,0.000349772647778944,0
"OTU_5162",8,655.765111261386,0.000725689404934688,0.464285714285714
"OTU_155",2,236,0.000323310701584222,0
"OTU_321",3,0,0.000727802037845706,1
"OTU_12015",1,0,0.0166666666666667,NA
"OTU_4530",2,1,0.5,0
"OTU_2837",4,19.5,0.0263157894736842,0.5
